Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS,ZOMATO.NS
Date,,,,,,
2024-01-01,124.5,124.5,125.5999984741211,122.8499984741211,124.44999694824219,24228685
2024-01-02,128.6999969482422,128.6999969482422,129.4499969482422,125.5,127.0,69395959
2024-01-03,127.55000305175781,127.55000305175781,130.25,127.0999984741211,128.8000030517578,39101172
2024-01-04,129.75,129.75,130.89999389648438,126.44999694824219,128.39999389648438,45285624
2024-01-05,133.3000030517578,133.3000030517578,134.35000610351562,128.9499969482422,130.89999389648438,55608923
2024-01-08,132.85000610351562,132.85000610351562,133.64999389648438,130.0,133.64999389648438,38912423
2024-01-09,134.3000030517578,134.3000030517578,135.0,132.60000610351562,133.1999969482422,33803263
2024-01-10,134.64999389648438,134.64999389648438,136.14999389648438,132.25,134.25,29917881
2024-01-11,138.35000610351562,138.35000610351562,139.0,135.0500030517578,135.3000030517578,41809415
2024-01-12,139.5500030517578,139.5500030517578,141.5,136.8000030517578,140.0,45508277
2024-01-15,139.5500030517578,139.5500030517578,139.5500030517578,139.5500030517578,139.5500030517578,0
2024-01-16,133.5500030517578,133.5500030517578,135.3000030517578,131.0,135.0,47043428
2024-01-17,127.4000015258789,127.4000015258789,132.39999389648438,126.75,132.39999389648438,76780526
2024-01-18,129.4499969482422,129.4499969482422,129.8000030517578,121.5999984741211,128.0500030517578,111946831
2024-01-19,135.0500030517578,135.0500030517578,135.5,128.0,130.5,81155018
2024-01-23,130.10000610351562,130.10000610351562,137.3000030517578,127.0,136.3000030517578,72520625
2024-01-24,136.1999969482422,136.1999969482422,136.89999389648438,129.8000030517578,131.4499969482422,54612769
2024-01-25,136.14999389648438,136.14999389648438,138.1999969482422,132.8000030517578,135.89999389648438,60682540
2024-01-29,135.5500030517578,135.5500030517578,137.6999969482422,132.35000610351562,136.89999389648438,55871017
2024-01-30,137.1999969482422,137.1999969482422,138.8000030517578,134.64999389648438,135.85000610351562,57612020
2024-01-31,139.5500030517578,139.5500030517578,142.0,138.0,140.0,89833027
2024-02-01,140.5500030517578,140.5500030517578,143.5,138.5500030517578,141.0,70252449
